NDA,Generic Name ,DDI annotation based on study criteria,Total number of mechanisms per OAD according to study criteria,Additional DDI annotations based on mechanisms that did not meet study criteria but have actionable recommendations in U.S. Food and Drug Administration drug labels ,DDI mechanisms identified by study criteria but do not have actionable FDA recommendations,Final DDI annotation,Brand Name,Class,Date Approved,# of DDI Studies,Drug 1,P/V?,Type,CMaxR,AUCR,Source,Drug 2,P/V?,Type,CMaxR,AUCR,Source,Drug 3,P/V?,Type,CMaxR,AUCR,Source,Drug 4,P/V?,Type,CMaxR,AUCR,Source,Drug 5,P/V?,Type,CMaxR,AUCR,Source,Drug 6,P/V?,Type,CMaxR,AUCR,Source,Drug 7,P/V?,Type,CMaxR,AUCR,Source,Drug 8,P/V?,Type,CMaxR,AUCR,Source,Drug 9,P/V?,Type,CMaxR,AUCR,Source,Drug 10,P/V?,Type,CMaxR,AUCR,Source,Drug 11,P/V?,Type,CMaxR,AUCR,Source,Drug 12,P/V?,Type,CMaxR,AUCR,Source,Drug 13,P/V?,Type,CMaxR,AUCR,Source,Drug 14,P/V?,Type,CMaxR,AUCR,Source,Drug 15,P/V?,Type,CMaxR,AUCR,Source,Drug 16,P/V?,Type,CMaxR,AUCR,Source,Drug 17,P/V?,Type,CMaxR,AUCR,Source,Drug 18,P/V?,Type,CMaxR,AUCR,Source,Drug 19,P/V?,Type,CMaxR,AUCR,Source,Drug 20,P/V?,Type,CMaxR,AUCR,Source,Drug 21,P/V?,Type,CMaxR,AUCR,Source,Drug 22,P/V?,Type,CMaxR,AUCR,Source
209115,Rucaparib,Moderate CYP1A2 Inhibitor,1,"CYP3A inhibitor, CYP2C19 inhibitor, CYP2C9 inhibitor",None,"Moderate CYP1A2 Inhibitor, CYP3A inhibitor, CYP2C19 inhibitor, CYP2C9 inhibitor",Rubraca,PARP Inhib,19/12/16,7,S-Warfarin ,Perp,DDI,1.05,1.49,"FDA Label, PMIDs: 36107395, 30427584",Omeprazole/PPIs,Both,DDI,"1.09 (ome), NC (ruc)","1.55 (ome), NC (ruc)","FDA Label, PMIDs: 36107395, 30427584",Midazolam,Perp,DDI,1.13,1.38,"FDA Label, PMIDs: 36107395, 30427584",Ethinyl estradiol + Levonorgestrel,Perp,DDI,"1.09 (ee), 1.19 (lev)","1.43 (ee), 1.56 (lev)","FDA Label, PMID: 36107395, 34370076",Caffeine ,Perp,DDI,0.99,2.55,"FDA Label, PMIDs: 36107395, 30427584",Rosuvastatin,Perp,DDI,1.29,1.35,"FDA Label, PMID: 36107395, 34370076",Digoxin,Perp,DDI,0.96,1.2,"FDA Label, PMIDs: 36107395, 30427584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212306,Selinexor,None,0,None,None,None,Xpovio,Nuclear Export Inhibitor,03/07/19,2,Clarithromycin,Vic,DDI,NC,NC,FDA Label,Acetaminophen,Vic,DDI,NC,NC,FDA Label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213246,Selpercatinib,"Moderately sensitive CYP3A Substrate, victim with strong and moderate inducers, Moderate CYP2C8 Inhibitor, Moderately affected by ARAs (PPIs)",4,"P-gp inhibitor, BCRP inhibitor, CYP3A inhibitor, Victims with acid reducing agents (H2RAs, antacis)",None,"Moderately sensitive CYP3A Substrate, victim with strong and moderate inducers, Moderate CYP2C8 Inhibitor,  P-gp inhibitor, BCRP inhibitor, CYP3A inhibitor, Victims with all acid reducing agents",Retevmo,TKI,08/05/20,14,Rifampin (M),Vic,DDI,0.3,0.13,FDA Label,Efavirenz,Vic,PBPK,0.43,0.3,FDA Label,Modafinil,Vic,PBPK,0.74,0.67,FDA Label,Bosentan,Vic,PBPK,0.45,0.36,FDA Label,Itraconazole,Vic,DDI,1.3,2.3,FDA Label,Clarithromycin,Vic,PBPK,N/A,3.83,FDA Label,Diltiazem,Vic,PBPK,N/A,2.18,FDA Label,Fluconazole,Vic,PBPK,N/A,2.48,FDA Label,Repaglinide,Perp,DDI,1.91,2.88,FDA Label,Midazolam,Perp,DDI,1.39,1.54,FDA Label,"Omeprazole decreased selpercatinib Cmax to 0.12 and AUC to 0.31 when not taken with food; Ranitidine did not affect selpercatinib Cmax or AUC, DA with ARAs (take with food or separate dosing); Digoxin had increased Cmax (1.43) and AUC (1.38)",Vic,DDI,0.12,0.31,FDA Label,Ranitidine,Vic,DDI,NC,NC,FDA Label,Dabigatran,Perp,DDI,1.43,1.38,FDA Label,Rosuvastatin,P,DDI,1.7,1.9,FDA label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213756,Selumetinib,Victim with strong inducers,1,"CYP3A substrate, victim with moderate inducers",None,"Victim with strong and moderate inducers, CYP3A substrate",Koselugo,TKI,10/04/20,5,Rifampin (M),Vic,DDI,0.74,0.49,FDA Label,Efavirenz,Vic,PBPK,0.78,0.62,FDA Label,Itraconazole,Vic,DDI,1.19,1.49,FDA Label,Erythromycin (moderate),Vic,PBPK,1.23,1.41,FDA Label,Fluconazole,Vic,DDI,1.26,1.53,FDA Label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205266,Sonidegib,"Moderately sensitive CYP3A substrate,victim with strong and moderate inducers",2,None,None,"Moderately sensitive CYP3A substrate,victim with strong and moderate inducers",Odomzo,Hedgehog Inhibitor,24/07/15,7,Rifampin (M),Vic,DDI,0.46,0.28,FDA Label,Ketoconazole,Vic,DDI,1.49,2.25,FDA Label,Erythromycin,Vic,PBPK,2.4,2.8,FDA Label,Efavirenz,Vic,PBPK,0.4,0.31,FDA Label,Esomeprazole,Vic,DDI,0.62,0.68,"FDA Label, PMID: 27277189",Bupropion,Perp,DDI,1.16,1.1,PMID: 32736411,Warfarin,Perp,DDI,0.88,1.15,PMID: 32736411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21923,Sorafenib,Moderate victim with neomycin,1,Victim with strong inducers,None,"Moderate victim with neomycin, Victim with strong inducers",Nexavar,TKI,01/12/05,12,Rifampin (M),Vic,DDI,N/A,0.63,FDA Label,Ketoconazole,Vic,DDI,,NC,FDA Label,Midazolam,Perp,DDI,0.98,0.85,"FDA Label, PMID: 21350850",Neomycin,Vic,DDI,N/A,0.46,FDA Label,Omeprazole,Vic,DDI,N/A,NC,FDA Label,Capecitabine,Both,DDI,"0.88 (cape), 1.17 (sor)","1.17 (cape), 1.08 (sor)",PMID: 21626051,Ritonavir,Vic,DDI,0.4,0.72,PMID: 28341759,Sirolimus,Both,DDI,"0.59 (sor), 1.04 (sir)","1.06 (sor), 1.44 (sir)",PMID: 21447721,5-FU + Leucovorin,Vic,DDI,0.83,0.85,PMID: 22232731,Gemcitabine,Both,DDI,"0.90 (sor), 1.09 (gem)","0.76 (sor), 0.89 (gem)",PMID: 16397036,Docetaxel+Prednisone,Perpetrator,DDI,1.43 (doc),1.47 (doc),PMID: 22752248,Irinotecan,Both,DDI,"NC (sor), NC (iri)","NC (sor), NC (iri)",PMID: 14692719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214665,Sotorasib,"Victim with strong inducers, Moderate CYP3A Inducer, Moderately affected by ARAs (PPIs)",3,"BCRP inhibitor, P-gp inhibitor, victims with acid reducing agents (H2RAs, antacids)",None,"Victim with strong inducers, Moderate CYP3A Inducer, BCRP inhibitor, P-gp inhibitor, victims with all acid reducing agents",Lumakras,KRAS Inhibitor,28/05/21,9,Rifampin (M),Vic,DDI,0.65,0.49,FDA Label,Itraconazole,Vic,DDI,1.04,1.26,FDA Label,Midazolam,Perp,DDI,0.52,0.47,FDA Label,Omeprazole,Vic,DDI,0.35,0.43,FDA Label,Famotidine,Vic,DDI,0.65,0.68,FDA Label,Digoxin,Perp,DDI,1.91,1.21,FDA Label,Rosuvastatin,Perp,DDI,1.7,1.34,FDA Label,Metformin,Both,DDI,"0.81 (soto), 1.00 (met) ","0.91 (soto), 0.99 (met)","FDA Label, PMID: 36529835",Rifampin (s),Vic,DDI,0.77,0.84,FDA Label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21938,Sunitinib,Affected by PPIs (Outcomes),1,"CYP3A substrate, victim with strong inducers",Affected by PPIs,"Affected by PPIs (Outcomes), CYP3A substrate, victim with strong inducers",Sutent,TKI,26/01/06,4,Rifampin (M),Vic,DDI,0.77,0.54,FDA Label,Ketoconazole,Vic,DDI,1.49,1.51,FDA Label,Docetaxel,Both,DDI,"0.99 (sun), 0.99 (doc)","1.01 (sun), 0.95 (doc)",PMID: 22336056,Sirolimus,Both,DDI,"1.2 (sun), 0.7 (sir)","1.54 (sun), 0.52 (sir)",PMID: 21447721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211651,Talazoparib,Victim with enzalutamide,1,P-gp substrate,Victim with enzalutamide,"P-gp substrate, Victim with enzalutamide",Talzenna,PARP Inhibitor,16/10/18,6,Rifampin (M; P-gp inducer),Vic,DDI,1.37,1.02,"FDA Label, PMID: 31770456",Itraconazole (P-gp effect),Vic,DDI,1.4,1.56,"FDA Label, PMID: 31770456","P-gp inhibitors (amiodarone, carvedilol, clarithromycin, itraconazole, verapamil)",Vic,POPPK,N/A,1.45,FDA Label,PPIs,Vic,DDI,NC,NC,FDA Label,H2RAs,Vic,DDI,NC,NC,FDA Label,Enzalutamide,Vic,DDI,N/A,~2,FDA Label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21807,Tamoxifen,Victim with strong inducers,1,Anastrozole inducer,None,Victim with strong inducers,"Nolvadex, Soltamox (Soltamox label used)",SERM,1977; Label date: 04/08/2019,11,Anastrozole,Both,DDI,"0.73 (ana), NC (tam)",,FDA Label,Letrozole,Vic,DDI,0.62,,"FDA Label, PMID: 10430063",Rifampin (M),Vic,DDI,0.45,0.14,FDA Label,Aminoglutethimide,Vic,DDI,Reduced,,FDA Label,Medroxyprogesterone,Vic,DDI,NC,,FDA Label,Olaparib,Both,DDI,"Ola: 0.76, Tam: 1.18","Ola: 0.68, Tam: 1.23",PMID: 30324586,Desvenlafaxine,Vic,DDI,1.01,0.99,PMID: 25138680,Etoposide,Perp,DDI,,1.02,PMID: 10587291,Exemestane,Vic,DDI,1,1,PMID: 16361559,Doxorubicin,Perp,DDI,,1.48,PMID: 9421103,Bicalutamide,Perp,DDI,0.9,,PMID: 15838655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211723,Tazemetostat,Moderately sensitive CYP3A substrate,1,Victim with strong and moderate inducers,None,"Moderately sensitive CYP3A substrate, Victim with strong and moderate inducers",Tazverik,Methyltransferase Inhibitor,23/01/20,4,Fluconazole,Vic,DDI,2.3,3.1,FDA Label,Omeprazole,Both,DDI,"1.25 (taz), NC (ome)","1.26 (taz), NC (ome)",FDA Label,Midazolam,Perp,DDI,0.79,0.6,FDA Label,Repaglinide,Perp,DDI,1.51,1.8,FDA Label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214096,Tepotinib,None,0,P-gp inhibitor,None,P-gp inhibitor,Tepmetko,TKI,03/02/21,6,Carbamazepine,Vic,DDI,NC (PMR),NC (PMR),FDA Label,Itraconazole,Vic,DDI,NC (PMR),NC (PMR),FDA Label,S-Warfarin,Perp,PBPK,NC,NC,FDA Label,Midazolam ,Perp,DDI,1.04,1.01,FDA Label,Dabigtran,Perp,DDI,1.38,1.45,FDA Label,Omeprazole,Vic,DDI,NC,NC,FDA Label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20785,Thalidomide,None,0,None,None,None,Thalomid,Thalidomide,16/07/98,4,Digoxin,Both,DDI,"NC (dig), NC (tha)","NC (dig), NC (tha)",FDA Label,Ethinyl estradiol + norethingrone,Perp,DDI,NC,NC,FDA Label,Warfarin,Both,DDI,"NC (war), NC (tha)","NC (war), NC (tha)",FDA Label,Irinotecan,Perp,DDI,1.07,1.02,PMID: 21861128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207981,Tipiracil + Trifluridine,None,0,None,None,None,Lonsurf,Nucleoside Metabolic Inhibitor; Thymidine Phosphorylase Inhibitor,22/09/15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212904,Tivozanib,Victim with strong inducers,1,None,None,Victim with strong inducers,Fotivda,TKI,10/03/21,2,Rifampin (M),Vic,DDI,1.08,0.48,FDA Label,Ketoconazole,Vic,DDI,0.97,1.05,FDA Label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20497,Toremifene,Moderately sensitive CYP3A substrate,1,Victim with strong inducers,None,"Moderately sensitive CYP3A substrate, Victim with strong inducers",Fareston,SERM,1997; Label date: 05/12/2017,4,Ketoconazole,Vic,DDI,1.4,2.9,FDA Label,Midazolam,Perp,DDI,NC,NC,FDA Label,Tolbutamide,Perp,DDI,1.3,1.3,FDA Label,Doxorubicin,Perp,DDI,,1.05,PMID: 9771949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204114,Trametinib,None,0,None,None,None,Mekinist,TKI,29/05/13,2,Everolimus,Perp,DDI,1.16,1.27,FDA Label,Dabarfenib,Vic,DDI,N/A,NC,FDA Label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213411,Tucatinib,"Moderate CYP2C8 Substrate, Strong CYP3A Inhibitor",2,"P-gp inhibitor, victin with strong inducers",None,Moderate CYP2C8 substrate; Strong CYP3A inhibitor; P-gp inhibitor; Victim with strong inducers,Tukysa,TKI,17/04/20,9,Rifampin (M),Vic,DDI,0.63,0.52,"FDA Label, PMID: 35931943",Itraconazole,Vic,DDI,1.32,1.34,"FDA Label, PMID: 35931943",Gemfibrozil,Vic,DDI,1.62,3.04,"FDA Label, PMID: 35931943",Repaglinide,Perp,DDI,1.69,1.69,"FDA Label, PMID: 35931943",Tolbutamide,Perp,DDI,0.96,1.05,"FDA Label, PMID: 35931943",Midazolam,Perp,DDI,3.01,5.74,"FDA Label, PMID: 35931943",Omeprazole,Vic,DDI,0.87,0.87,FDA Label,Digoxin,Perp,DDI,2.35,1.46,"FDA Label, PMID: 35931943",Metformin,Perp,DDI,1.1,1.4,FDA Label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213176,Umbralisib,None,0,None,None,None,Ukoniq,PI3K Inhib,05/02/21,6,Omeprazole,Vic,DDI,0.92,1.2,FDA Label,Midazolam,Perp,PBPK,1.52,1.56,FDA Label,Fexofenadine ,Perp,DDI,1.42,1.1,FDA Label,Repaglinide,Perp,PBPK,NC,NC,FDA Label,Tolbutamide,Perp,PBPK,NC,NC,FDA Label,S-mephenytoin,Perp,PBPK,NC,NC,FDA Label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22405,Vandetanib,None,0,Victim with strong inducers,None,Victim with strong inducers,Caprelsa,TKI,06/04/11,7,Rifampin (M),Vic,DDI,1.03,0.6,"FDA Label, PMID: 21410294",Itraconazole,Vic,DDI,0.96,1.09,"FDA Label, PMID: 21410294",Midazolam,Vic,DDI,0.97,0.98,"FDA Label, PMID: 25117183",Omeprazole,Vic,DDI,0.85,0.93,"FDA Label, PMID: 25117183",Ranitidine,Vic,DDI,1.08,1.01,"FDA Label, PMID: 25117183",Metformin,Perp,DDI,1.5,1.74,"FDA Label, PMID: 25117183",Digoxin,Perp,DDI,1.29,1.23,"FDA Label, PMID: 25117183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202429,Vemurafenib,Moderate CYP1A2 inhibitor,1,"P-gp inhibitor, CYP3A substrate, victim with strong inducers",None,"Moderate CYP1A2 inhibitor, P-gp inhibitor, CYP3A substrate, victim with strong inducers",Zelboraf,"TKI (BRAF, CRAF, ARAF, SRMS, ACK1, MAP4K5, FGR)",17/08/11,10,Rifampin (M),Vic,DDI,1.1,0.6,"FDA Label, PMID: 30570831",Itraconazole,Vic,DDI,1.4,1.4,"FDA Label, PMID: 32602215",Tizanidine,Perp,DDI,2.2,4.7,"FDA Label, PMID: 32311241",Caffeine,Perp,DDI,,2.6,FDA Label,Dextromethorphan,Perp,DDI,,1.47,FDA Label,Warfarin,Perp,DDI,,1.18,FDA Label,Omeprazole,Perp,DDI,,NC,FDA Label,Midazolam,Perp,DDI,,0.61,FDA Label,Digoxin,Perp,DDI,1.5,1.8,FDA Label,Pravastatin,Perp,PBPK,1.27,1.29,PMID: 32590030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208573,Venetoclax,"Victim with strong and moderate inducers, Strongly sensitive CYP3A substrate",2,"P-gp inhibitor, P-gp substrate",None,"Victim with strong and moderate inducers, Strongly sensitive CYP3A substrate, P-gp inhibitor, P-gp substrate",Venclexta,BCL-2 Inhibitor,11/04/16,22,Rifampin (M),Vic,DDI,0.58,0.29,"FDA Label, PMID: 26953185",Rifampin (S),Vic,DDI,2.06,1.78,"FDA Label, PMID: 26953185",Ketoconazole,Vic,DDI,2.3,6.4,"FDA Label, PMID: 27859472",Ritonavir,Vic,DDI,2.4,7.9,"FDA Label, PMID: 29302721",Posaconazole,Vic,DDI,7.06,8.81,"FDA Label, PMID: 33398386",Azacitidine,Vic,DDI,NC,NC,FDA Label,Azithromycin,Vic,DDI,0.75,0.65,"FDA Label, PMID: 30264382",Cytarabine,Vic,DDI,NC,NC,FDA Label,Decitabine,Vic,DDI,NC,NC,FDA Label,Obinutuzumab,Vic,DDI,NC,NC,FDA Label,Rituximab,Vic,DDI,NC,NC,FDA Label,Warfarin,Perp,DDI,1.2,1.28,"FDA Label, PMID: 27910036",Digoxin,Perp,DDI,1.35,1.09,"FDA Label, PMID: 29027832",Fluoxetine,Vic,PBPK,1,1,PMID: 28052338,Fluvoxamine,Vic,PBPK,1,1,PMID: 28052338,Diltiazem,Vic,PBPK,1.5,2.5,PMID: 28052338,Erythromycin,Vic,PBPK,2,4.9,"PMIDs: 28052338, 35996877",Fluconazole,Vic,PBPK,1.7,2.7,"PMIDs: 28052338, 35996877",Verapamil,Vic,PBPK,1.4,2,PMID: 28052338,Itraconazole,Vic,PBPK,2,5.8,"PMIDs: 28052338, 35996877",Prednisone,Vic,PBPK,1,0.9,PMID: 28052338,Efavirenz,Vic,PBPK,0.5,0.4,PMID: 28052338
203388,Vismodegib,None,0,None,None,None,Erivedge,Hedgehog Inhibitor,30/01/12,5,Fluconazole,Vic,DDI,1.31,1.3,"FDA Label, PMID: 27154174",Itraconazole,Vic,DDI,0.97,0.97,"FDA Label, PMID: 27154174",Rabeprazole,Vic,DDI,0.86,0.86,"FDA Label, PMID: 27154174",Rosiglitazone,Perp,DDI,0.94,0.92,"FDA Label, PMID: 23064958",Ethinyl Estradiol + Norethindrone,Perp,DDI,1.05,1,"FDA Label, PMID: 23064958",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21991,Vorinostat,None,0,None,None,None,Zolinza,HDAC Inhibitor,06/10/06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213217,Zanubritinib,"Moderately sensitive CYP3A substrate, victim with strong and moderate inducers",2,None,None,"Moderately sensitive CYP3A substrate, victim with strong and moderate inducers",Brukinsa,TKI (BTK),14/11/19,15,Rifampin (M),Vic,DDI,0.08,0.07,FDA Label,Rifabutin,Vic,DDI,0.52,0.56,FDA Label,Itraconazole,Vic,DDI,2.57,3.78,FDA Label,Clarithromycin,Vic,PBPK,2.75,2.83,FDA Label,Diltiazem,Vic,PBPK,2.51,2.57,FDA Label,Erythromycin,Vic,PBPK,3.84,4.17,FDA Label,Fluconazole,Vic,PBPK,3.7,3.84,FDA Label,Efavirenz,Vic,PBPK,0.42,0.4,FDA Label,Midazolam,Vic,DDI,0.7,0.53,FDA Label,Omeprazole,Vic,DDI,0.79,0.63,FDA Label,Warfarin,Vic,DDI,0.95,1,FDA Label,Digoxin,Perp,DDI,1.34,1.11,FDA Label,Rosuvastatin,Perp,DDI,1.08,1.11,FDA Label,PPIs/H2RAs,Vic,POPPK,NC,NC,FDA Label,Ritonavir,Vic,PBPK,2.57,3.18,PMID: 37586436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
